2081, 2081
[-1.#IND; -1.#IND; -1.#IND]
[-1.#IND; -1.#IND; -1.#IND]
[415.53668; 206.7816; 0.99999994]
[415.54904; 206.78052; 1]
[415.60385; 206.76215; 1]
[415.61618; 206.76106; 1]
[415.62848; 206.75998; 1]
[415.64081; 206.7589; 1]
[415.97662; 206.68831; 1]
[415.98889; 206.68723; 1]
[416.01724; 206.47859; 1]
[415.5686; 205.27696; 1]
[415.76373; 206.24214; 1]
[415.31943; 205.02751; 1]
[415.70605; 205.32607; 1]
[415.5874; 205.89467; 0.99999994]
[415.55728; 205.15642; 1]
[415.7558; 205.99828; 1]
[415.48413; 204.99887; 1]
[415.8826; 205.61345; 0.99999994]
[416.37787; 205.05728; 1]
[416.72104; 205.63742; 1]
[417.00897; 204.74042; 1]
[417.02133; 204.73926; 0.99999994]
[417.487; 204.51927; 1]
[417.44977; 204.80345; 1]
[417.30618; 205.72041; 1]
[417.95297; 204.86186; 1]
[417.74561; 204.81479; 0.99999994]
[417.75793; 204.81371; 1]
[418.06238; 205.01308; 1]
[417.71582; 204.97665; 1]
[417.63589; 204.70337; 0.99999994]
[417.63409; 204.73807; 1]
[417.64645; 204.73691; 1]
[417.72836; 204.53609; 1]
[417.74069; 204.53491; 1]
[313.69; 259.01999; 1]
[-15812.859; -18932.408; 1]
[7746.8877; -20376.996; 1]
[-21071.779; 10464.187; 1]
[2359.9871; -451.23199; 1]
[3715.6694; 1446.7599; 1]
[2985.2292; 5100.0054; 1]
[3088.4949; 1716.4918; 1]
[6066.9268; 2721.6948; 1]
[2576.6179; -224.65962; 1]
[5557.9868; 797.36145; 1]
[2366.0703; 717.24512; 1]
[8007.0186; 2861.1846; 1]
[-3003.5811; 1480.2269; 1]
[2216.9507; 547.30542; 1]
[1682.0275; 792.60089; 0.99999994]
[6494.8301; 1339.5126; 1]
[4883.1587; 3094.4775; 1]
[3924.5142; 2165.4656; 0.99999994]
[10711.979; 4110.3765; 1]
[10873.016; 5541.2925; 1]
[2329.9158; 3041.3748; 1]
[4528.7944; 3064.8586; 1]
[2016.3784; -1914.55; 1]
[4045.6284; 949.77679; 1]
[3944.8999; 44.696518; 1]
[3299.5469; 2719.1423; 1]
[969.01007; 1441.8661; 0.99999994]
[1840.5292; 1622.5338; 0.99999994]
[3534.7632; 514.5354; 1]
[-5330.5869; 3721.6067; 1]
[1195.8718; 1578.1875; 1]
[2102.3872; 1272.9785; 1]
[2248.0894; 2189.0732; 1]
[2466.0093; 1138.3531; 1]
[1402.8872; 1229.882; 1]
[402.21585; 1731.9138; 1]
[197.20692; 961.48718; 1]
[5660.3452; 843.71783; 1]
[3541.8896; 582.98566; 1]
[3316.324; 1739.6676; 1]
[3897.1025; 1593.5472; 1]
[3951.7922; 1605.5812; 1]
[5306.6201; 6265.4399; 1]
[11788.556; 6852.1226; 1]
[5017.5127; 213.80028; 0.99999994]
[3491.4795; 1845.0923; 1]
[6716.9048; 1159.4871; 1]
[4976.9111; 569.98474; 1]
[4555.0918; 6916.2373; 0.99999994]
[-3792.3455; 13144.045; 1]
[1393.7678; 1462.4948; 1]
[3826.0625; 4429.8271; 0.99999994]
[2789.4207; 1068.9253; 1]
[6635.1631; 4220.3228; 1]
[3171.9189; 2323.9092; 1]
[2121.2844; 2627.2891; 1]
[1893.1179; 2699.3613; 1]
[-10780.884; 11365.75; 1]
[-3225.4333; 2003.2512; 1]
[-780.26392; 2020.3069; 1]
[2560.7942; 5311.6704; 1]
[2988.8547; 77.97731; 1]
[3027.8828; -282.89355; 1]
[2981.0432; 1477.4888; 0.99999994]
[2392.5483; 1353.8506; 1]
[2220.1089; 2050.7424; 1]
[2145.6726; -908.51776; 1]
[2626.5857; 1573.5867; 0.99999994]
[3059.0242; 2043.7955; 0.99999994]
[2268.2473; 2756.439; 1]
[2289.2319; 2256.312; 1]
[2186.7271; 31.743263; 1]
[2447.6072; 1462.3497; 0.99999994]
[-7248.2222; 12072.281; 1]
[723.9903; 1008.6956; 1]
[4036.7681; 3756.6221; 1]
[3483.1475; 1768.5409; 0.99999994]
[3621.6045; 2652.9763; 1]
[972.06384; 943.83582; 1]
[4112.9658; 3437.0298; 1]
[-1884.8845; 4474.3105; 0.99999994]
[1153.6365; 1820.2524; 1]
[3928.7058; 1506.7571; 1]
[2772.7551; 1688.6968; 1]
[3892.3843; 2225.0583; 1]
[7668.5957; 8605.5537; 1]
[3937.822; 1380.5441; 1]
[3355.2988; 1665.0985; 1]
[1423.1844; 2586.2493; 1]
[5604.3188; 3484.7583; 1]
[3338.7898; 1188.2052; 1]
[1905.5031; 1635.2284; 1]
[2326.9021; 2293.7668; 1]
[3896.8457; 1091.3149; 1]
[894.90686; 4110.7134; 1]
[2612.9602; 2067.2612; 1]
[756.72589; 2700.3374; 1]
[1126.9948; 3898.7463; 1]
[1635.7961; 2336.3596; 1]
[-1203.3451; 6310.5332; 1]
[856.3913; 665.75806; 1]
[2953.5068; 2034.0605; 1]
[2647.5947; 1677.7889; 1]
[2771.5432; 2093.613; 0.99999994]
[1909.0001; 1748.6145; 1]
[2230.8167; 1912.4545; 1]
[1279.1116; 1918.2692; 1]
[1757.564; 3114.9502; 1]
[2455.5574; 927.49683; 1]
[1421.0436; 2406.3379; 1]
[1991.7489; 2070.9026; 1]
[2265.991; 1091.8396; 1]
[3318.7813; 793.5755; 1]
[3623.3428; 2511.9343; 1]
[2282.2751; 3804.3955; 1]
[1902.5347; 897.86938; 1]
[2851.4312; 1393.9277; 0.99999994]
[2571.6177; 779.64386; 1]
[2281.626; 1985.2518; 1]
[1015.6074; 2174.3574; 1]
[2613.0959; 2121.0789; 1]
[-374.10013; 2424.7239; 1]
[2212.7908; 2491.6326; 1]
[1387.3103; 1194.026; 1]
[626.36639; 648.26813; 0.99999994]
[-108.03263; 515.76898; 1]
[297.31604; 1256.3569; 0.99999994]
[1289.2958; 1630.0057; 1]
[808.69861; 1238.6566; 1]
[1163.9379; 1277.1646; 1]
[797.45276; 1793.2583; 0.99999994]
[2015.6793; 2075.1379; 1]
[1133.7177; 664.41339; 1]
[2619.8103; 4552.3169; 1]
[2091.8135; 1336.7396; 1]
[1665.1476; 1118.431; 0.99999994]
[1137.2324; 1455.0848; 1]
[545.38739; 2793.7878; 1]
[1344.132; 1737.9153; 1]
[1195.8157; 2815.177; 1]
[2132.2964; 4479.6787; 1]
[-363.69077; 4708.0791; 1]
[4435.9443; 2984.593; 1]
[2071.9016; 1547.3798; 1]
[1271.3669; 1235.647; 1]
[2967.092; 5298.5981; 1]
[-743.07831; 3213.9766; 1]
[5143.6348; 6430.6328; 1]
[3191.8652; 2720.6729; 1]
[1969.281; 5174.6494; 1]
[1670.791; 2843.2659; 1]
[1132.3584; 2253.7673; 1]
[823.97003; 3636.855; 1]
[-9844.4658; 4010.4329; 1]
[1407.4772; 1801.7061; 1]
[-253.16998; 1537.2745; 1]
[206.52162; 1156.1239; 1]
[364.28946; 1917.7648; 1]
[1215.4269; 3608.6938; 1]
[-2000.6288; 2723.325; 1]
[100.91398; 4261.6602; 1]
[1725.2048; 4179.1899; 0.99999994]
[16652.441; 24621.633; 1]
[1460.8903; 2397.3101; 1]
[1275.0682; 2700.5662; 0.99999994]
[690.05652; 1335.0134; 1]
[2746.1489; 4171.2212; 0.99999994]
[346513.31; 4214.3867; 1]
[52078.332; 18557.525; 1]
[-5554.0332; -260.03198; 1]
[-1016.057; 222.98785; 1]
[-474.04626; 345.42905; 0.99999994]
[-98.573914; 355.08157; 0.99999994]
[-102.65235; 310.62012; 1]
[116.88923; 328.43976; 1]
[279.81293; 346.68219; 0.99999994]
[292.91071; 306.94617; 1]
[307.70499; 330.28171; 1]
[333.39685; 302.85004; 1]
[339.90714; 304.44861; 1]
[317.5408; 291.63095; 1]
[329.5434; 287.78525; 1]
[350.38016; 271.74414; 1]
[338.10971; 268.0835; 0.99999994]
[339.78815; 266.69406; 1]
[338.6636; 255.80348; 1]
[324.61429; 241.12791; 1]
[340.65244; 233.36407; 1]
[329.91943; 230.55086; 1]
[304.90601; 211.47685; 1]
[291.48108; 206.33734; 0.99999994]
[294.50327; 220.453; 1]
[264.30051; 232.02191; 1]
[315.76004; 231.54472; 1]
[333.28363; 227.78673; 1]
[348.98178; 250.09035; 1]
[350.9574; 263.59845; 1]
[346.30215; 268.38504; 1]
[344.77457; 272.11978; 1]
[341.57462; 270.52167; 1]
[337.79245; 255.30571; 1]
[331.57425; 252.75757; 1]
[327.67627; 253.99225; 1]
[324.48865; 253.78296; 1]
[319.51779; 257.65622; 1]
[316.39798; 266.21637; 1]
[311.53046; 267.24631; 1]
[308.51288; 265.96033; 0.99999994]
[303.36151; 259.35971; 1]
[300.36438; 254.42033; 1]
[294.08896; 256.5228; 1]
[288.55508; 251.74133; 1]
[281.30396; 250.64058; 1]
[283.51669; 251.95207; 0.99999994]
[295.54962; 254.72369; 1]
[306.49603; 253.23561; 1]
[303.44867; 246.93402; 1]
[300.60107; 245.28859; 1]
[300.44873; 238.64243; 1]
[296.57422; 232.06198; 1]
[302.22943; 230.21909; 1]
[303.21375; 229.70091; 1]
[303.23105; 229.85402; 1]
[299.65131; 230.32205; 1]
[299.43506; 233.82657; 1]
[308.10886; 234.97375; 1]
[307.48932; 234.31871; 1]
[309.96503; 233.6369; 1]
[316.61838; 239.34677; 1]
[322.47079; 240.38158; 1]
[319.54575; 237.85376; 1]
[308.12894; 233.6454; 1]
[313.37885; 230.1812; 1]
[316.21045; 227.40665; 1]
[322.75372; 229.37221; 1]
[326.09851; 228.28098; 1]
[325.17575; 229.74518; 0.99999994]
[325.36636; 227.46025; 1]
[336.69608; 227.59576; 1]
[334.95892; 226.06142; 1]
[329.37784; 225.54794; 1]
[323.08408; 225.69374; 1]
[312.69672; 218.63165; 1]
[307.78162; 210.22368; 1]
[301.20975; 204.46916; 1]
[300.39154; 204.39932; 1]
[304.50122; 202.27867; 0.99999994]
[307.44464; 200.10197; 1]
[313.39627; 196.68909; 1]
[323.39493; 197.48459; 1]
[331.27869; 193.25906; 0.99999994]
[333.58179; 192.21234; 1]
[328.96451; 194.70706; 1]
[326.63934; 201.34477; 1]
[327.17905; 204.44438; 1]
[324.98282; 202.76096; 1]
[326.46814; 200.77669; 0.99999994]
[338.25272; 196.17334; 1]
[340.4794; 190.60809; 1]
[340.2439; 186.11829; 1]
[339.20059; 186.78281; 0.99999994]
[335.80139; 185.63501; 1]
[332.56909; 182.29797; 1]
[326.88385; 181.13013; 1]
[319.28107; 176.76065; 1]
[316.09647; 174.29427; 0.99999994]
[318.47513; 171.89197; 1]
[343.37704; 172.31201; 1]
[347.56308; 171.95699; 1]
[363.66345; 179.66367; 1]
[363.19547; 184.60803; 1]
[360.03659; 183.21997; 1]
[357.38223; 178.88321; 1]
[356.03217; 178.39421; 1]
[346.1366; 178.92949; 1]
[339.03531; 180.44348; 1]
[332.51935; 178.96751; 1]
[325.08307; 172.63725; 1]
[324.52643; 169.00221; 1]
[320.16943; 164.78534; 1]
[323.80057; 159.28773; 1]
[327.88614; 153.41104; 1]
[334.67007; 147.60104; 1]
[339.58005; 140.50459; 1]
[342.90152; 136.78687; 0.99999994]
[342.39105; 132.36702; 0.99999994]
[335.01337; 131.80133; 1]
[329.13675; 128.48393; 1]
[327.97229; 128.85344; 1]
[322.04715; 127.98397; 1]
[320.36328; 129.21405; 1]
[318.43369; 129.45967; 0.99999994]
[316.75299; 130.48961; 1]
[316.19791; 130.33524; 0.99999994]
[314.41251; 130.76198; 1]
[314.82733; 130.43526; 1]
[315.34595; 132.37613; 1]
[313.78723; 132.60265; 1]
[312.78815; 132.3145; 0.99999994]
[315.46127; 131.10547; 0.99999994]
[319.63116; 129.57463; 0.99999994]
[319.82837; 130.14821; 1]
[317.06409; 132.04767; 0.99999994]
[315.64932; 133.83372; 1]
[316.19669; 134.75154; 1]
[317.98532; 134.1544; 1]
[319.75998; 134.22957; 1]
[322.09119; 134.52824; 0.99999994]
[322.86688; 135.92453; 1]
[320.85513; 136.8743; 1]
[320.19794; 137.48985; 0.99999994]
[320.20798; 139.18892; 1]
[319.33109; 140.67139; 1]
[318.56793; 141.19812; 1]
[319.30176; 143.25418; 1]
[321.00113; 143.53967; 1]
[320.55182; 143.82637; 1]
[321.3761; 144.85587; 1]
[322.17352; 145.58485; 0.99999994]
[323.30966; 147.21756; 1]
[324.48538; 149.39574; 0.99999994]
[325.20468; 149.35693; 1]
[326.41696; 150.01427; 1]
[326.31604; 152.48602; 1]
[325.26816; 154.0789; 1]
[324.2551; 156.6114; 1]
[323.55246; 160.43378; 1]
[323.4765; 165.0835; 1]
[322.4552; 167.44041; 0.99999994]
[319.98141; 167.50549; 1]
[326.18634; 164.33713; 1]
[342.69363; 160.892; 1]
[354.68225; 156.40514; 1]
[360.4682; 150.71446; 0.99999994]
[358.82553; 145.26196; 1]
[364.69507; 141.12691; 1]
[373.49518; 137.67285; 0.99999994]
[376.79114; 134.16533; 1]
[379.09958; 126.11002; 1]
[377.77325; 115.97144; 1]
[368.65891; 109.9555; 1]
[353.31952; 104.38034; 1]
[343.80057; 96.1278; 1]
[338.67148; 90.365654; 0.99999994]
[328.12949; 79.674454; 1]
[323.48349; 70.508362; 1]
[321.14526; 58.446987; 1]
[319.694; 54.206547; 1]
[324.59717; 49.753014; 0.99999994]
[328.1434; 48.644081; 1]
[338.17828; 47.600277; 1]
[347.63748; 43.386967; 0.99999994]
[354.68494; 40.220798; 1]
[356.73938; 40.101505; 1]
[358.1261; 40.456001; 1]
[364.98456; 35.529636; 1]
[371.1171; 28.663164; 1]
[376.59244; 23.154087; 1]
[386.8642; 19.007654; 1]
[396.20905; 19.100939; 0.99999994]
[403.01114; 18.147738; 1]
[404.31393; 7.9977961; 1]
[405.33307; -6.1512256; 1]
[411.39337; -17.092531; 1]
[428.28525; -6.6760588; 1]
[443.79532; -4.6431975; 1]
[461.12637; -8.3190413; 1]
[474.85349; -10.090928; 1]
[484.06555; -7.4354396; 1]
[490.92224; -8.5443974; 1]
[499.37399; -7.752841; 1]
[507.74213; -6.7676268; 1]
[525.84888; -6.5418987; 1]
[547.05231; -3.1976428; 1]
[561.21411; -0.27808449; 1]
[580.60358; -4.3468299; 1]
[595.85425; -3.0639386; 1]
[622.30609; -2.7004647; 1]
[652.75012; -7.7108307; 1]
[676.70929; -9.4488201; 1]
[691.99518; -16.681118; 1]
[712.26483; -16.408934; 1]
[725.16528; -15.92062; 1]
[748.69653; -15.625455; 1]
[756.25104; -13.019341; 1]
[760.61566; -15.317931; 1]
[763.51404; -15.460663; 1]
[766.33557; -19.049133; 1]
[776.06757; -18.193373; 1]
[788.47974; -15.281655; 1]
[790.62732; -13.05046; 1]
[785.08521; -14.690421; 1]
[776.10364; -9.176012; 1]
[758.23749; -9.6407604; 1]
[739.13055; -8.0762825; 1]
[727.77582; -3.7445405; 1]
[719.59192; 4.5419965; 1]
[724.12512; 10.662153; 1]
[713.02704; 22.153189; 1]
[696.0871; 37.421894; 0.99999994]
[673.99829; 44.891411; 1]
[649.63129; 48.803799; 1]
[624.95953; 50.00972; 1]
[614.1441; 49.34079; 0.99999994]
[606.71576; 49.10881; 0.99999994]
[589.47772; 47.500443; 0.99999994]
[567.41736; 50.761524; 1]
[546.99023; 45.924454; 1]
[526.12372; 45.225616; 0.99999994]
[506.80206; 46.876469; 1]
[496.02737; 54.486317; 1]
[469.02658; 69.481224; 1]
[454.86349; 85.152351; 1]
[432.28043; 103.053; 1]
[412.43274; 110.04514; 1]
[392.14926; 115.91372; 1]
[380.13235; 119.2882; 1]
[363.2551; 116.32957; 1]
[360.99579; 117.44648; 0.99999994]
[359.49472; 126.47872; 0.99999994]
[355.94919; 135.24326; 1]
[350.1127; 141.74196; 0.99999994]
[346.7041; 150.80153; 1]
[345.8985; 157.12589; 1]
[331.40817; 159.41908; 1]
[329.95135; 160.74298; 1]
[328.90002; 165.90959; 1]
[328.30228; 169.68732; 1]
[325.78595; 166.60818; 1]
[326.20663; 166.6586; 1]
[317.43805; 153.78833; 1]
[339.60675; 160.3813; 1]
[346.25711; 173.31372; 1]
[343.94965; 171.59668; 1]
[341.60028; 171.22472; 1]
[331.17471; 180.27017; 1]
[330.13727; 187.52003; 1]
[330.85416; 187.93678; 1]
[331.9921; 189.19759; 1]
[325.26895; 199.84212; 1]
[340.46649; 218.33076; 1]
[359.2551; 226.55119; 1]
[380.18079; 213.25224; 1]
[388.52933; 206.54401; 1]
[387.16422; 206.13499; 1]
[386.43182; 219.19331; 0.99999994]
[396.84183; 220.73813; 0.99999994]
[396.16235; 224.59216; 1]
[400.20432; 236.54883; 1]
[410.00375; 250.7639; 1]
[409.36673; 257.77911; 0.99999994]
[426.62064; 251.25078; 0.99999994]
[402.94217; 236.98894; 1]
[409.00894; 236.95392; 1]
[378.76981; 234.89687; 1]
[368.80045; 249.74724; 1]
[378.60025; 257.18826; 1]
[378.4353; 261.29742; 1]
[380.89368; 273.99911; 1]
[359.23901; 260.0477; 1]
[358.88779; 260.4003; 1]
[360.21564; 260.77603; 1]
[351.91501; 263.58771; 1]
[337.38208; 278.00146; 1]
[321.10211; 271.23849; 1]
[320.87711; 270.64609; 1]
[316.96948; 276.30765; 1]
[316.90051; 276.08716; 1]
[319.23053; 268.40369; 1]
[318.71222; 267.36746; 1]
[316.84647; 270.33267; 1]
[314.81918; 269.41098; 1]
[322.77921; 258.64102; 1]
[322.53537; 258.83334; 0.99999994]
[322.47946; 258.64758; 1]
[322.23495; 258.63062; 1]
[322.25052; 258.63858; 1]
[322.46692; 258.66669; 1]
[322.38406; 258.61151; 1]
[322.40262; 258.62704; 1]
[322.01746; 258.64551; 1]
[321.96622; 258.67398; 1]
[321.85181; 258.69885; 1]
[321.81314; 258.67764; 1]
[321.90088; 258.68552; 0.99999994]
[321.61514; 258.72458; 1]
[321.19116; 258.73651; 1]
[321.25537; 258.7724; 1]
[321.2359; 258.83282; 1]
[321.27356; 258.7663; 1]
[320.86472; 258.64075; 1]
[320.86172; 258.68848; 1]
[320.93484; 258.66553; 1]
[320.92651; 258.71021; 1]
[320.98526; 258.73532; 1]
[321.2157; 258.82742; 1]
[320.80664; 258.86261; 1]
[320.77744; 258.86765; 1]
[320.789; 258.86862; 1]
[320.75681; 258.89679; 0.99999994]
[320.9935; 258.8201; 1]
[320.89563; 258.77469; 0.99999994]
[320.70084; 258.75809; 1]
[320.73715; 258.68906; 1]
[321.21048; 258.56381; 1]
[321.12384; 258.62491; 1]
[320.89221; 258.52542; 1]
[320.55927; 258.66327; 1]
[320.77701; 258.60797; 1]
[320.59714; 258.58789; 1]
[320.87552; 258.53876; 0.99999994]
[320.55923; 258.68164; 1]
[320.70673; 258.61975; 1]
[320.81689; 258.65143; 1]
[320.80762; 258.72363; 1]
[320.65195; 258.77213; 0.99999994]
[321.00269; 258.63007; 1]
[320.763; 258.73584; 1]
[320.82635; 258.72104; 1]
[320.82523; 258.79666; 1]
[320.83615; 258.76477; 1]
[320.43695; 258.71414; 1]
[320.59937; 258.87115; 1]
[320.60187; 258.82028; 1]
[320.63373; 258.77719; 1]
[320.50317; 258.76523; 0.99999994]
[320.51459; 258.76624; 1]
[320.59927; 258.62411; 1]
[320.88882; 258.8031; 1]
[321.0087; 258.63568; 1]
[320.92883; 258.62473; 0.99999994]
[320.77792; 258.53973; 1]
[320.63754; 258.73068; 1]
[320.2323; 258.75558; 1]
[320.28476; 258.75308; 1]
[320.52139; 258.6806; 1]
[320.888; 258.66721; 1]
[320.94397; 258.61902; 1]
[-1265.4199; 259.01999; 1]
[1615.371; -3313.4807; 1]
[-678.84607; -2971.6931; 0.99999994]
[-807.96838; -3761.7207; 1]
[828.41461; 1496.7271; 1]
[2306.3765; -710.79248; 1]
[920.45654; -2884.6375; 1]
[-94.321396; -2626.1743; 1]
[1014.6249; -5489.2476; 0.99999994]
[8887.3799; -7310.4004; 1]
[396.02933; -3222.1658; 1]
[1578.1184; -3863.2017; 1]
[2112.2366; -9269.8047; 1]
[4797.2344; -35341.453; 1]
[6762.457; -12503.247; 1]
[942.2998; -4638.4307; 1]
[-1457.9814; -5077.4194; 1]
[1650.0026; -3990.3984; 1]
[1297.2483; -2392.9958; 1]
[-331.48083; -1339.498; 1]
[1014.4785; 2444.1453; 1]
[1924.4398; -4640.248; 1]
[4856.2173; 796.88281; 1]
[1206.2816; -1457.7666; 1]
[3207.3936; 739.67657; 1]
[4387.2275; -3754.343; 1]
[4531.7153; -2649.655; 1]
[8896.5283; 1697.1381; 1]
[3120.7834; 1164.1781; 1]
[7515.5981; 1425.3209; 1]
[-13128.385; -4164.0591; 1]
[4818.7383; -495.89648; 1]
[7148.4941; -321.05441; 1]
[1482.4347; 171.1467; 0.99999994]
[4858.6792; 1956.0327; 1]
[1142.9969; 6931.3428; 1]
[1818.3519; -274.76569; 0.99999994]
[3171.2332; 1106.7616; 1]
[10428.53; 11681.782; 1]
[888.2691; -346.99982; 1]
[258.22385; 1033.8708; 1]
[480.91797; -395.15994; 0.99999994]
[3230.8577; 1035.9451; 1]
[608.16272; -999.72394; 1]
[1696.092; 3715.6658; 0.99999994]
[2520.0181; 2572.3608; 1]
[674.93567; 1652.1479; 1]
[781.203; -763.87366; 1]
[616.54382; 2490.1714; 1]
[355.15924; -3091.8711; 1]
[-1639.3346; -342.00937; 1]
[282.57809; -830.03229; 1]
[1474.4963; 825.93158; 1]
[1411.6425; 239.25386; 1]
[2196.7429; -364.22665; 1]
[-6868.6523; -16424.301; 1]
[3839.6377; 4622.0767; 1]
[5840.6729; -370.05396; 1]
[8591.7764; -199.08853; 1]
[-25888.902; 2676.0686; 1]
[-4765.8218; 1157.7885; 1]
[-1140.9918; 1996.2987; 0.99999994]
[93.715729; 327.18326; 1]
[195.64055; 540.73547; 1]
[309.30508; 292.2269; 0.99999994]
[335.38788; 349.95575; 1]
[375.89926; 326.59833; 1]
[413.66449; 327.96143; 1]
[440.27267; 276.6525; 1]
[443.8595; 252.68448; 1]
[443.30142; 283.48474; 1]
[424.04117; 291.76471; 1]
[395.47562; 282.15921; 1]
[398.15454; 318.94086; 1]
[381.86563; 334.26627; 1]
[361.7019; 349.51471; 0.99999994]
[356.02036; 368.13901; 1]
[353.84021; 364.89816; 1]
[353.1795; 376.21155; 0.99999994]
[353.11349; 354.1203; 1]
[358.81888; 357.07758; 1]
[366.80157; 335.41547; 1]
[364.24695; 305.8808; 1]
[359.93549; 298.29086; 1]
[361.79141; 292.23941; 0.99999994]
[364.14148; 293.47864; 1]
[364.15851; 285.83008; 1]
[361.11606; 279.00253; 1]
[361.76096; 266.27484; 1]
[354.96841; 250.52802; 0.99999994]
[359.18723; 234.17938; 1]
[354.25644; 216.57074; 1]
[352.80276; 202.7471; 1]
[349.28461; 194.1228; 1]
[343.47699; 188.32605; 1]
[342.04498; 189.4222; 1]
[339.18027; 186.23442; 0.99999994]
[341.254; 191.16771; 1]
[333.14316; 192.93275; 1]
[318.28983; 189.1002; 1]
[305.42059; 184.36343; 1]
[299.35468; 179.81818; 1]
[292.73798; 170.96799; 1]
[289.23206; 168.76584; 1]
[285.81003; 164.679; 0.99999994]
[294.37488; 169.38564; 1]
[288.71423; 165.30981; 1]
[283.54855; 158.79097; 1]
[281.36685; 147.83412; 1]
[278.88873; 147.37605; 1]
[277.05493; 144.25937; 1]
[270.13477; 155.32811; 1]
[259.87939; 158.6358; 1]
[252.77391; 167.01424; 1]
[239.70396; 164.23648; 1]
[242.56239; 175.62718; 1]
[232.64394; 177.42676; 1]
[229.61392; 176.77237; 1]
[223.5146; 177.64439; 1]
[219.664; 173.35536; 1]
[220.70079; 166.27139; 0.99999994]
[227.6713; 160.2448; 1]
[235.42397; 156.35074; 1]
[236.52713; 157.50421; 1]
[239.35573; 159.51677; 1]
[241.51462; 160.03954; 1]
[238.04529; 160.66861; 1]
[231.0533; 165.09076; 1]
[224.71765; 167.8045; 1]
[218.53123; 173.43173; 1]
[211.07994; 176.68073; 1]
[207.97182; 176.84109; 1]
[212.07614; 184.22716; 1]
[215.15263; 190.67151; 1]
[206.83179; 184.22736; 1]
[202.16533; 180.7627; 1]
[201.93205; 171.57185; 1]
[202.32091; 171.13425; 1]
[202.69504; 164.70255; 1]
[206.40706; 159.07295; 1]
[211.78873; 157.75223; 1]
[216.39006; 157.22583; 1]
[227.95078; 157.96973; 1]
[244.21263; 156.4899; 1]
[254.31508; 147.27711; 1]
[267.86163; 157.58145; 1]
[276.91043; 156.12096; 1]
[287.89215; 157.08708; 1]
[300.06079; 157.05649; 1]
[315.77505; 161.38115; 0.99999994]
[324.58459; 165.39095; 1]
[330.30283; 168.20775; 1]
[340.66653; 170.16476; 1]
[353.67657; 170.18015; 1]
[371.21582; 159.30777; 1]
[376.02972; 150.62968; 1]
[366.16974; 136.24095; 1]
[359.82428; 124.43935; 1]
[361.3801; 117.90508; 1]
[358.71854; 106.35802; 1]
[332.51468; 92.953979; 1]
[312.9642; 87.000938; 0.99999994]
[297.5408; 74.408585; 1]
[276.96158; 51.903778; 1]
[267.64398; 51.24279; 1]
[258.52481; 65.730392; 1]
[255.48291; 80.053513; 1]
[262.32233; 91.995895; 1]
[273.49081; 92.674232; 1]
[297.16611; 95.577309; 1]
[315.66519; 99.701843; 1]
[339.41373; 95.555824; 1]
[355.66904; 89.604584; 1]
[372.04114; 83.496086; 1]
[383.70007; 78.596756; 1]
[392.15469; 75.024033; 1]
[406.11063; 68.615349; 1]
[424.05908; 67.532722; 0.99999994]
[451.59976; 52.496971; 1]
[468.54263; 38.011089; 1]
[486.34766; 46.512077; 1]
[488.19574; 27.767075; 1]
[473.72208; 12.704016; 1]
[474.80884; 3.0525548; 1]
[500.28137; -11.011625; 1]
[524.02313; -19.422922; 1]
[541.62854; -23.566534; 1]
[555.22925; -28.964499; 1]
[572.71771; -39.693382; 1]
[583.74243; -49.748375; 1]
[593.37457; -46.70163; 1]
[596.11084; -37.06245; 1]
[606.59827; -38.319305; 1]
[617.44952; -53.019737; 1]
[626.56708; -69.920807; 1]
[604.39178; -72.519096; 1]
[576.6012; -70.654503; 1]
[545.91498; -72.2351; 1]
[530.05011; -69.974777; 1]
[522.73505; -62.566105; 1]
[514.36554; -52.090275; 1]
[513.32776; -50.370262; 1]
[501.32007; -33.379875; 1]
[478.64679; -19.466726; 1]
[468.6347; -2.7023208; 1]
[468.39099; 12.79224; 1]
[468.85223; 21.168325; 1]
[478.51056; 33.032322; 1]
[497.56949; 29.57444; 1]
[511.16852; -3.0891798; 1]
[512.02832; -22.028679; 1]
[513.95929; -24.878601; 1]
[519.25122; -52.660793; 1]
[505.84125; -76.960213; 1]
[496.98032; -87.753532; 1]
[490.68594; -110.45414; 1]
[486.46381; -96.970909; 1]
[499.20609; -117.79593; 1]
[498.37012; -138.99988; 0.99999994]
[485.6445; -136.23665; 1]
[480.20853; -118.21409; 1]
[478.30908; -91.732758; 1]
[477.58728; -59.930107; 1]
[476.34589; -37.427193; 1]
[473.77762; -42.624306; 1]
[466.86566; -40.522831; 1]
[460.22775; -13.809669; 1]
[464.95773; 31.554193; 1]
[464.97137; 31.753819; 1]
[474.9346; 4.1593494; 1]
[499.37274; -6.5708055; 1]
[487.12653; 0.79227972; 0.99999994]
[460.73419; -27.524666; 1]
[411.40857; -13.989451; 1]
[391.14697; 11.747773; 1]
[377.12793; 36.574886; 1]
[360.0983; 43.889782; 1]
[348.63422; 34.883522; 1]
[336.14606; 27.69326; 1]
[328.15323; 37.328438; 1]
[316.04465; 65.601379; 1]
[312.4425; 77.670013; 1]
[313.93665; 69.675941; 1]
[318.70758; 63.142342; 1]
[326.84259; 59.426514; 1]
[330.07849; 55.997074; 1]
[320.63116; 58.147152; 1]
[322.93677; 55.070591; 1]
[337.09436; 78.001457; 1]
